ID,label,origin_id,VH_mean,VH_std,VH_min,VH_max,VV_mean,VV_std,VV_min,VV_max,blue_mean,blue_std,blue_min,blue_max,green_mean,green_std,green_min,green_max,red_mean,red_std,red_min,red_max,re1_mean,re1_std,re1_min,re1_max,re2_mean,re2_std,re2_min,re2_max,re3_mean,re3_std,re3_min,re3_max,nir_mean,nir_std,nir_min,nir_max,nira_mean,nira_std,nira_min,nira_max,swir1_mean,swir1_std,swir1_min,swir1_max,swir2_mean,swir2_std,swir2_min,swir2_max,ndwi_mean,ndwi_std,ndwi_min,ndwi_max,mndwi_mean,mndwi_std,mndwi_min,mndwi_max,ndvi_mean,ndvi_std,ndvi_min,ndvi_max,vh_minus_vv_mean,vh_minus_vv_std,vh_minus_vv_min,vh_minus_vv_max,n_valid_s1_months,n_valid_s2_months,s2_valid_fraction_of_s1
ID_TR_NEW_XVGKFMLNRJ_v0,0,ID_TR_NEW_XVGKFMLNRJ,-29.567863576666667,3.701084579221933,-36.05893045,-25.34743754,-22.032904181666666,1.2169217664694258,-23.95562823,-20.29051283,1868.1666666666667,200.9212947068246,1659.0,2187.0,2079.6666666666665,188.5838451900551,1885.0,2372.0,2042.3333333333333,259.24402918228736,1731.0,2424.0,2069.6666666666665,280.26963208072806,1718.0,2450.0,1727.0,370.07566793832854,1324.0,2301.0,1757.0,379.6609013317015,1362.0,2356.0,1695.6666666666667,396.1886755911465,1303.0,2310.0,1626.3333333333333,390.7416879047674,1277.0,2252.0,1290.6666666666667,71.98518366071359,1208.0,1374.0,1221.0,56.49070720038828,1152.0,1286.0,0.11021025476553109,0.08048764129175018,0.013125911521633447,0.18511569731081925,0.23259047903778884,0.05198448397644809,0.16537867078825347,0.2870020354754289,-0.09978463363538724,0.06932245602578099,-0.18688349773393761,-0.01694915254237288,-7.534959395000001,3.373429784134303,-14.197400389999999,-5.0569247100000005,6,6,1.0
ID_TR_NEW_GP8KNSWVP6_v0,0,ID_TR_NEW_GP8KNSWVP6,-17.7575538175,2.277168169956109,-20.68498378,-15.90876771,-9.086967422499999,1.7837205205950946,-10.69735118,-6.585547741,1781.75,306.1125882198683,1381.0,2045.0,2127.5,250.74621964581374,1837.0,2354.0,2178.0,583.8350223593419,1436.0,2689.0,2650.75,224.45099687905153,2414.0,2845.0,3928.0,1323.9075999983281,2882.0,5762.0,4202.0,1602.6821269359687,2969.0,6463.0,4230.25,1630.4691298314524,3050.0,6567.0,4277.25,1600.2833863621363,3055.0,6546.0,3288.5,126.40015822774906,3174.0,3438.0,2717.25,519.0275361995097,2075.0,3169.0,-0.29870979017007304,0.20113350341304154,-0.56282722513089,-0.12879348630643966,-0.21634762749376585,0.04073794513002623,-0.26681301137497504,-0.17432479831638023,0.28844815040427385,0.26732170343390715,0.06290294476389614,0.6411345745345496,-8.670586394999999,1.4079515071803292,-9.9876326,-6.762007556999999,4,4,1.0
ID_TR_NEW_87X3957MVS_v0,1,ID_TR_NEW_87X3957MVS,-28.74929192333333,2.1883494454099184,-32.6875982,-26.60678644,-20.630446595,1.152896567063141,-22.52413427,-19.33874906,1645.5,183.3082103998618,1437.0,1906.0,1965.1666666666667,212.99710483165416,1684.0,2241.0,1735.6666666666667,207.3380492496895,1508.0,1975.0,1991.0,342.4581726284248,1483.0,2324.0,1657.0,247.82009603742793,1287.0,1933.0,1722.1666666666667,287.96903768750326,1246.0,2004.0,1598.3333333333333,236.4349099999124,1240.0,1837.0,1566.1666666666667,198.3667478854928,1213.0,1756.0,1472.0,98.02244640897308,1300.0,1577.0,1341.8333333333333,80.12344642279604,1212.0,1433.0,0.1050605096411159,0.0442126507011884,0.05136897001303781,0.1817881887165952,0.14180425546160477,0.04407912609597203,0.05513784461152882,0.17391304347826086,-0.04294828994149988,0.03495864066737856,-0.10079767947788253,0.0008253094910591472,-8.11884532833333,2.8533785060664614,-13.348849139999995,-6.0892813599999975,6,6,1.0
ID_TR_NEW_T4JMRPKHS3_v0,0,ID_TR_NEW_T4JMRPKHS3,-16.571280794,0.9956879736199643,-17.74416255,-15.3188553,-6.095938009799999,2.02095370838476,-8.183441344,-3.566425849,1299.2,82.82330589876258,1184.0,1391.0,1492.8,144.36654737161237,1289.0,1687.0,1413.6,69.19031724164878,1350.0,1527.0,1754.8,232.81151174286893,1486.0,2104.0,2345.4,634.8061121318855,1434.0,2988.0,2519.4,761.7160232002475,1447.0,3287.0,2619.8,777.5771344374781,1543.0,3468.0,2584.2,795.5075109639129,1506.0,3474.0,2042.0,304.3074103599845,1670.0,2421.0,1580.8,107.61830699281606,1458.0,1733.0,-0.2547824544466951,0.11042744620198584,-0.35027530707327403,-0.08968926553672317,-0.15271690630482343,0.0310455803518417,-0.1902876748482449,-0.1185614142029869,0.2767054141532789,0.14394841687186755,0.059752747252747256,0.40502423975319524,-10.475342784199999,2.3065836802503115,-13.767643031,-7.562522200999999,5,5,1.0
ID_TR_NEW_2CTUQQ8KLU_v0,0,ID_TR_NEW_2CTUQQ8KLU,-28.4792186825,1.1906367983863573,-30.12281546,-27.59563018,-23.296416847499998,2.2503937227540107,-26.37779993,-21.31339886,1939.75,211.32656403459237,1734.0,2164.0,2168.0,187.0258449163288,2006.0,2354.0,2116.25,314.1404940468516,1811.0,2402.0,2126.75,355.6556152609806,1782.0,2459.0,1743.5,457.0867897164972,1303.0,2142.0,1793.75,486.50753676930157,1342.0,2218.0,1690.0,488.8933080608351,1262.0,2151.0,1686.25,453.69620893280563,1275.0,2116.0,1432.25,80.96243985124624,1322.0,1514.0,1357.0,100.04332394851076,1231.0,1464.0,0.1373141616715195,0.10290935212958985,0.03434343434343434,0.22766217870257038,0.2029657664625171,0.06249186741371964,0.14026121521862578,0.2807399347116431,-0.12332723413467822,0.07279604073074028,-0.1925150650174437,-0.048861375193455674,-5.182801835000001,2.6393437029542954,-6.61323913,-1.2305466800000033,4,4,1.0
ID_TR_NEW_5CGQF2NXSP_v0,0,ID_TR_NEW_5CGQF2NXSP,-29.889970247999997,2.696992585835049,-34.26568294,-27.02821642,-21.975435976,1.9354736115873996,-23.71327535,-19.35415115,1903.4,126.88695756459762,1695.0,1997.0,2053.6,136.71430064188604,1855.0,2206.0,2032.2,227.23159991515266,1788.0,2305.0,2031.4,286.0652023577842,1731.0,2362.0,1722.4,296.8649524615528,1427.0,2027.0,1759.0,300.75322109663267,1449.0,2076.0,1690.4,277.7504275424252,1392.0,2001.0,1574.4,259.49527934049206,1301.0,1861.0,1257.6,21.90433747000808,1243.0,1296.0,1194.0,24.49489742783178,1172.0,1236.0,0.10127931500268292,0.052878198399826125,0.03146176185866408,0.15642295368482376,0.23940372099368706,0.03130018852136246,0.19292604501607716,0.27772951057051837,-0.0946669160724515,0.029392976505189274,-0.12452830188679245,-0.050533807829181494,-7.914534272,2.6251004998138265,-10.584842679999998,-4.502822649999999,5,5,1.0
ID_TR_NEW_W6CWRKWE8Z_v0,0,ID_TR_NEW_W6CWRKWE8Z,-20.362516815,0.7690670442979031,-21.29263374,-19.25865078,-13.510724536666666,1.74551011880431,-15.53591749,-11.26457764,1500.3333333333333,84.55451890151505,1423.0,1643.0,1668.3333333333333,113.60223002506011,1487.0,1792.0,1674.8333333333333,78.15987888083417,1586.0,1785.0,2042.3333333333333,119.36275242581611,1870.0,2165.0,2688.1666666666665,689.0066521207663,1944.0,3571.0,2977.5,857.7672761303032,2064.0,4111.0,3027.1666666666665,762.3016244680754,2152.0,4009.0,3230.6666666666665,844.4010105788994,2301.0,4319.0,3056.0,106.97663296253066,2859.0,3158.0,2174.5,113.79762739178703,2027.0,2342.0,-0.2754515579572833,0.0994163909477668,-0.3843232044198895,-0.12229465449804433,-0.2941227211096817,0.031282025692570076,-0.3408687943262411,-0.25891677675033026,0.27092282084802216,0.13820120156904653,0.09321818643637288,0.4302533000356761,-6.851792278333334,1.6090411976288175,-8.81348976,-4.205109159999999,6,6,1.0
ID_TR_NEW_7DXZY43UUL_v0,0,ID_TR_NEW_7DXZY43UUL,-20.083017245,1.8657325081057587,-21.6338942,-17.41192128,-13.221468382500001,0.88355598945447,-14.16627813,-12.36993232,1286.6666666666667,71.29048557369583,1235.0,1368.0,1583.0,60.23288138550239,1517.0,1635.0,1340.0,149.12075643584967,1247.0,1512.0,2079.6666666666665,170.41224525641732,1900.0,2239.0,4945.333333333333,324.1825617354106,4593.0,5231.0,5762.0,473.1458548904344,5271.0,6215.0,5646.333333333333,634.7947174743449,4927.0,6128.0,5934.0,436.93363340443364,5435.0,6248.0,3033.6666666666665,183.64730690465714,2863.0,3228.0,2003.6666666666667,164.2630005002141,1890.0,2192.0,-0.5592891186613664,0.0521127780469102,-0.603139306736429,-0.501676318195672,-0.31374368558403115,0.025906923547408617,-0.3297989838745306,-0.2838565022421525,0.6130727527127283,0.07201120269940153,0.5303618574312782,0.6618305084745763,-6.861548862499999,1.4348803157956305,-7.902077819999999,-4.837041590000002,4,3,0.75
ID_TR_NEW_WYYQTN7879_v0,1,ID_TR_NEW_WYYQTN7879,-23.550194395000002,1.960896005897384,-26.4381965,-21.26631379,-13.278129863333334,1.4688033130546247,-14.99844776,-11.1562999,1706.1666666666667,84.04621744413407,1583.0,1802.0,1926.3333333333333,148.15217401937326,1756.0,2124.0,2143.0,227.84468394061776,1861.0,2428.0,2489.0,309.438200615244,2079.0,2821.0,2694.3333333333335,378.0828833293921,2161.0,3077.0,2818.5,412.5601774286995,2234.0,3220.0,2800.1666666666665,431.41136594515757,2222.0,3217.0,2952.8333333333335,450.453734213256,2293.0,3393.0,3393.0,332.28421569493787,2944.0,3776.0,2905.8333333333335,182.57318167427184,2672.0,3125.0,-0.1807552330072336,0.04455746339167353,-0.22154718509518023,-0.10989010989010989,-0.2749366781591633,0.016404818705913274,-0.2913170063367015,-0.2458738891239949,0.13003691473934637,0.033216233826775396,0.08841538084741611,0.17605771105478651,-10.272064531666667,1.859617169630658,-11.984906550000002,-6.897682040000001,6,6,1.0
ID_TR_NEW_W6V6S5TLFN_v0,0,ID_TR_NEW_W6V6S5TLFN,-18.64738655333333,1.1293558873872436,-20.62557957,-17.57522625,-12.408667736666667,1.3402041802849651,-14.38159132,-11.12816078,1505.6666666666667,141.25249260337554,1317.0,1704.0,1837.3333333333333,114.18347808096698,1685.0,1999.0,1757.0,371.24601007956977,1335.0,2285.0,2396.3333333333335,226.56978321626798,2106.0,2669.0,3896.3333333333335,773.0631712005603,2949.0,4871.0,4294.666666666667,914.5413422402875,3156.0,5523.0,4305.0,808.707363636563,3233.0,5284.0,4566.5,883.0439966388991,3431.0,5766.0,3478.3333333333335,479.60469833673096,3043.0,4229.0,2475.3333333333335,500.7033719345883,1946.0,3199.0,-0.39222001150090513,0.10138873553297906,-0.5113817601855879,-0.23585626911314986,-0.30549676378498997,0.040653540634633285,-0.35806037251123957,-0.26265560165975105,0.4114815175183029,0.1565629857150846,0.17180137731061979,0.5966158029913884,-6.238718816666666,1.3832705045709148,-8.023713849999998,-4.20069846,6,6,1.0
